early_stopped,epochs_run,mrr@20,status,test_hr@10,test_mrr@20,trial
True,19,0.1999,ok,0.295,0.1588,1
True,18,0.1977,ok,0.289,0.1604,2
True,18,0.1946,ok,0.2786,0.1584,3
True,15,0.1913,ok,0.2806,0.151,4
True,14,0.1889,ok,0.2978,0.1573,5
True,15,0.1788,ok,0.2546,0.142,6
True,14,0.1991,ok,0.2962,0.1625,7
True,14,0.191,ok,0.281,0.1526,8
True,14,0.1971,ok,0.293,0.1585,9
True,21,0.2028,ok,0.303,0.1696,10
True,14,0.2015,ok,0.2966,0.1661,11
True,15,0.1858,ok,0.2682,0.1471,12
True,15,0.1859,ok,0.2586,0.1448,13
True,14,0.1959,ok,0.2958,0.1642,14
True,14,0.1812,ok,0.2702,0.1482,15
True,11,0.1851,ok,0.2858,0.1484,16
True,30,0.1998,ok,0.3145,0.1648,17
True,18,0.1963,ok,0.2914,0.1598,18
True,15,0.1902,ok,0.2806,0.1518,19
True,14,0.1941,ok,0.293,0.1589,20
True,27,0.2044,ok,0.305,0.1685,21
True,29,0.2051,ok,0.3022,0.1695,22
True,31,0.2023,ok,0.2986,0.1715,23
True,22,0.2001,ok,0.3054,0.1664,24
True,27,0.1982,ok,0.3042,0.1631,25
True,29,0.2042,ok,0.2982,0.1676,26
True,38,0.2034,ok,0.3038,0.1712,27
True,25,0.2022,ok,0.3038,0.1681,28
True,21,0.2029,ok,0.3014,0.1708,29
True,14,0.1982,ok,0.2998,0.1621,30
True,33,0.2066,ok,0.3098,0.1694,31
True,36,0.2038,ok,0.3094,0.1704,32
True,14,0.1938,ok,0.2902,0.1557,33
True,31,0.2054,ok,0.3026,0.1711,34
True,28,0.2052,ok,0.3054,0.1708,35
True,19,0.2028,ok,0.2994,0.1636,36
True,31,0.2017,ok,0.309,0.1618,37
True,14,0.1935,ok,0.2922,0.1597,38
True,28,0.204,ok,0.3094,0.1684,39
True,20,0.1927,ok,0.301,0.1556,40
