early_stopped,epochs_run,mrr@20,status,test_hr@10,test_mrr@20,trial
True,59,0.0796,ok,0.1862,0.16,1
True,40,0.0797,ok,0.1877,0.1602,2
True,18,0.0793,ok,0.1855,0.1602,3
True,34,0.0797,ok,0.1872,0.1603,4
True,51,0.0796,ok,0.1866,0.1599,5
True,59,0.0796,ok,0.1861,0.1598,6
True,18,0.0786,ok,0.1851,0.16,7
True,25,0.0798,ok,0.1874,0.1604,8
True,17,0.0793,ok,0.1854,0.1606,9
True,18,0.0794,ok,0.1859,0.1603,10
True,15,0.0788,ok,0.185,0.1599,11
True,35,0.0797,ok,0.1876,0.1604,12
True,61,0.0795,ok,0.186,0.1598,13
True,15,0.0786,ok,0.1846,0.1597,14
True,67,0.0797,ok,0.1862,0.1599,15
True,43,0.0797,ok,0.1872,0.1602,16
True,19,0.079,ok,0.1843,0.1596,17
True,25,0.0797,ok,0.188,0.1605,18
True,16,0.0792,ok,0.1861,0.1603,19
True,17,0.0793,ok,0.1866,0.1605,20
