early_stopped,epochs_run,mrr@20,status,test_hr@10,test_mrr@20,trial
True,23,0.0805,ok,0.1884,0.1612,1
True,14,0.0799,ok,0.1856,0.1604,2
True,50,0.0804,ok,0.1881,0.1612,3
True,15,0.0797,ok,0.1855,0.1604,4
True,14,0.08,ok,0.1853,0.1602,5
True,15,0.0806,ok,0.1871,0.161,6
True,14,0.08,ok,0.1859,0.1605,7
True,18,0.0803,ok,0.1872,0.1613,8
True,17,0.0803,ok,0.1887,0.1614,9
True,24,0.0805,ok,0.1874,0.1609,10
True,23,0.0803,ok,0.1858,0.1604,11
True,16,0.0801,ok,0.1881,0.1613,12
True,41,0.0805,ok,0.188,0.1613,13
True,14,0.0798,ok,0.1861,0.1605,14
True,14,0.0799,ok,0.1865,0.1604,15
True,18,0.0803,ok,0.1873,0.1614,16
True,16,0.0802,ok,0.1882,0.1614,17
True,23,0.0804,ok,0.1872,0.1611,18
True,15,0.0799,ok,0.1869,0.1608,19
True,15,0.0801,ok,0.1868,0.1607,20
