early_stopped,epochs_run,mrr@20,status,test_hr@10,test_mrr@20,trial
True,35,0.0303,ok,0.0175,0.0137,1
True,11,0.0618,ok,0.0614,0.0485,2
True,11,0.0636,ok,0.0614,0.0483,3
True,16,0.0723,ok,0.0702,0.0336,4
True,32,0.0873,ok,0.1053,0.0748,5
True,20,0.0855,ok,0.0702,0.0478,6
True,11,0.0621,ok,0.0614,0.0483,7
True,39,0.0383,ok,0.0175,0.0108,8
True,24,0.0814,ok,0.0789,0.0433,9
True,11,0.068,ok,0.0614,0.0483,10
True,11,0.0618,ok,0.0614,0.0486,11
True,23,0.0841,ok,0.0789,0.0453,12
True,24,0.0878,ok,0.0877,0.0696,13
True,21,0.0846,ok,0.0702,0.0551,14
True,23,0.0855,ok,0.0702,0.047,15
True,22,0.0904,ok,0.0877,0.0568,16
True,22,0.0855,ok,0.0702,0.0442,17
True,11,0.0682,ok,0.0614,0.0478,18
True,11,0.0682,ok,0.0614,0.0478,19
True,11,0.0682,ok,0.0614,0.0433,20
