model,global_best_valid_mrr20,global_best_test_mrr20,model_best_valid_mrr20,model_best_test_mrr20,run_best_valid_mrr20,run_best_test_mrr20,run_phase,run_id,dataset,hparam_id,seed_id,gpu_id,status,n_completed,interrupted,special_ok,candidate_id,candidate_source,source_stage,transfer_from_dataset,result_path,timestamp_utc
FAME,0.157400,0.158900,0.157400,0.158900,0.157400,0.158900,P22_SG_D00_M09_C02_FAME_FAD_H1_R2_S1,SG_KUAIRECLARGESTRICTPOSV2_0_2_FAME_FAD_H1_R2_S1,KuaiRecLargeStrictPosV2_0.2,FAD_H1_R2,1,7,run_complete,7,False,True,FAD_H1_R2,final_same_dataset,Final_all_datasets,,/workspace/jy1559/FMoE/experiments/run/artifacts/results/baseline/normal/stageg_cross6x9_anchor2_core5/P22/KuaiRecLargeStrictPosV2_0.2/FAME/KuaiRecLargeStrictPosV2_0.2_FAME_p22_sg_d00_m09_c02_fame_fad_h1_r2_s1_20260407_020511_822906_pid274080.json,2026-04-07T02:14:45.460428Z
FAME,0.159100,0.160100,0.159100,0.160100,0.159100,0.160100,P22_SG_D00_M09_C01_FAME_FAD_H3_R1_S2,SG_KUAIRECLARGESTRICTPOSV2_0_2_FAME_FAD_H3_R1_S2,KuaiRecLargeStrictPosV2_0.2,FAD_H3_R1,2,5,run_complete,7,False,True,FAD_H3_R1,final_same_dataset,Final_all_datasets,,/workspace/jy1559/FMoE/experiments/run/artifacts/results/baseline/normal/stageg_cross6x9_anchor2_core5/P22/KuaiRecLargeStrictPosV2_0.2/FAME/KuaiRecLargeStrictPosV2_0.2_FAME_p22_sg_d00_m09_c01_fame_fad_h3_r1_s2_20260407_020511_692289_pid274078.json,2026-04-07T02:16:52.669930Z
FAME,0.159100,0.160100,0.159100,0.160100,0.158200,0.156200,P22_SG_D00_M09_C01_FAME_FAD_H3_R1_S3,SG_KUAIRECLARGESTRICTPOSV2_0_2_FAME_FAD_H3_R1_S3,KuaiRecLargeStrictPosV2_0.2,FAD_H3_R1,3,6,run_complete,7,False,True,FAD_H3_R1,final_same_dataset,Final_all_datasets,,/workspace/jy1559/FMoE/experiments/run/artifacts/results/baseline/normal/stageg_cross6x9_anchor2_core5/P22/KuaiRecLargeStrictPosV2_0.2/FAME/KuaiRecLargeStrictPosV2_0.2_FAME_p22_sg_d00_m09_c01_fame_fad_h3_r1_s3_20260407_020511_845395_pid274079.json,2026-04-07T02:17:51.806319Z
FAME,0.159100,0.160100,0.159100,0.160100,0.157300,0.158100,P22_SG_D00_M09_C01_FAME_FAD_H3_R1_S1,SG_KUAIRECLARGESTRICTPOSV2_0_2_FAME_FAD_H3_R1_S1,KuaiRecLargeStrictPosV2_0.2,FAD_H3_R1,1,4,run_complete,7,False,True,FAD_H3_R1,final_same_dataset,Final_all_datasets,,/workspace/jy1559/FMoE/experiments/run/artifacts/results/baseline/normal/stageg_cross6x9_anchor2_core5/P22/KuaiRecLargeStrictPosV2_0.2/FAME/KuaiRecLargeStrictPosV2_0.2_FAME_p22_sg_d00_m09_c01_fame_fad_h3_r1_s1_20260407_020511_915613_pid274077.json,2026-04-07T02:18:02.884304Z
FAME,0.159100,0.160100,0.159100,0.160100,0.150300,0.149800,P22_SG_D00_M09_C02_FAME_FAD_H1_R2_S2,SG_KUAIRECLARGESTRICTPOSV2_0_2_FAME_FAD_H1_R2_S2,KuaiRecLargeStrictPosV2_0.2,FAD_H1_R2,2,7,run_complete,7,False,True,FAD_H1_R2,final_same_dataset,Final_all_datasets,,/workspace/jy1559/FMoE/experiments/run/artifacts/results/baseline/normal/stageg_cross6x9_anchor2_core5/P22/KuaiRecLargeStrictPosV2_0.2/FAME/KuaiRecLargeStrictPosV2_0.2_FAME_p22_sg_d00_m09_c02_fame_fad_h1_r2_s2_20260407_021450_541229_pid277675.json,2026-04-07T02:24:06.341606Z
FAME,0.159100,0.160100,0.159100,0.160100,0.154700,0.151900,P22_SG_D00_M09_C02_FAME_FAD_H1_R2_S3,SG_KUAIRECLARGESTRICTPOSV2_0_2_FAME_FAD_H1_R2_S3,KuaiRecLargeStrictPosV2_0.2,FAD_H1_R2,3,5,run_complete,7,False,True,FAD_H1_R2,final_same_dataset,Final_all_datasets,,/workspace/jy1559/FMoE/experiments/run/artifacts/results/baseline/normal/stageg_cross6x9_anchor2_core5/P22/KuaiRecLargeStrictPosV2_0.2/FAME/KuaiRecLargeStrictPosV2_0.2_FAME_p22_sg_d00_m09_c02_fame_fad_h1_r2_s3_20260407_021657_725369_pid278461.json,2026-04-07T02:26:14.553981Z
FEARec,0.159100,0.160100,0.047400,0.046400,0.047400,0.046400,P22_SG_D00_M07_C01_FEAREC_FAD_H1_R1_S2,SG_KUAIRECLARGESTRICTPOSV2_0_2_FEAREC_FAD_H1_R1_S2,KuaiRecLargeStrictPosV2_0.2,FAD_H1_R1,2,4,run_complete,6,False,True,FAD_H1_R1,final_same_dataset,Final_all_datasets,,/workspace/jy1559/FMoE/experiments/run/artifacts/results/baseline/normal/stageg_cross6x9_anchor2_core5/P22/KuaiRecLargeStrictPosV2_0.2/FEARec/KuaiRecLargeStrictPosV2_0.2_FEARec_p22_sg_d00_m07_c01_fearec_fad_h1_r1_s2_20260407_021807_884161_pid279034.json,2026-04-07T02:32:27.026168Z
FEARec,0.159100,0.160100,0.047400,0.046600,0.047300,0.046600,P22_SG_D00_M07_C01_FEAREC_FAD_H1_R1_S1,SG_KUAIRECLARGESTRICTPOSV2_0_2_FEAREC_FAD_H1_R1_S1,KuaiRecLargeStrictPosV2_0.2,FAD_H1_R1,1,6,run_complete,6,False,True,FAD_H1_R1,final_same_dataset,Final_all_datasets,,/workspace/jy1559/FMoE/experiments/run/artifacts/results/baseline/normal/stageg_cross6x9_anchor2_core5/P22/KuaiRecLargeStrictPosV2_0.2/FEARec/KuaiRecLargeStrictPosV2_0.2_FEARec_p22_sg_d00_m07_c01_fearec_fad_h1_r1_s1_20260407_021757_028383_pid278907.json,2026-04-07T02:34:50.252581Z
FEARec,0.159100,0.160100,0.047400,0.046600,0.047100,0.046100,P22_SG_D00_M07_C01_FEAREC_FAD_H1_R1_S3,SG_KUAIRECLARGESTRICTPOSV2_0_2_FEAREC_FAD_H1_R1_S3,KuaiRecLargeStrictPosV2_0.2,FAD_H1_R1,3,7,run_complete,6,False,True,FAD_H1_R1,final_same_dataset,Final_all_datasets,,/workspace/jy1559/FMoE/experiments/run/artifacts/results/baseline/normal/stageg_cross6x9_anchor2_core5/P22/KuaiRecLargeStrictPosV2_0.2/FEARec/KuaiRecLargeStrictPosV2_0.2_FEARec_p22_sg_d00_m07_c01_fearec_fad_h1_r1_s3_20260407_022411_742033_pid280768.json,2026-04-07T02:40:27.684672Z
FEARec,0.159100,0.160100,0.047400,0.047100,0.046800,0.047100,P22_SG_D00_M07_C02_FEAREC_FAD_H2_R2_S1,SG_KUAIRECLARGESTRICTPOSV2_0_2_FEAREC_FAD_H2_R2_S1,KuaiRecLargeStrictPosV2_0.2,FAD_H2_R2,1,5,run_complete,6,False,True,FAD_H2_R2,final_same_dataset,Final_all_datasets,,/workspace/jy1559/FMoE/experiments/run/artifacts/results/baseline/normal/stageg_cross6x9_anchor2_core5/P22/KuaiRecLargeStrictPosV2_0.2/FEARec/KuaiRecLargeStrictPosV2_0.2_FEARec_p22_sg_d00_m07_c02_fearec_fad_h2_r2_s1_20260407_022619_549287_pid281851.json,2026-04-07T02:41:21.816384Z
FEARec,0.159100,0.160100,0.079400,0.076100,0.079400,0.076100,P22_SG_D00_M07_C02_FEAREC_FAD_H2_R2_S2,SG_KUAIRECLARGESTRICTPOSV2_0_2_FEAREC_FAD_H2_R2_S2,KuaiRecLargeStrictPosV2_0.2,FAD_H2_R2,2,4,run_complete,6,False,True,FAD_H2_R2,final_same_dataset,Final_all_datasets,,/workspace/jy1559/FMoE/experiments/run/artifacts/results/baseline/normal/stageg_cross6x9_anchor2_core5/P22/KuaiRecLargeStrictPosV2_0.2/FEARec/KuaiRecLargeStrictPosV2_0.2_FEARec_p22_sg_d00_m07_c02_fearec_fad_h2_r2_s2_20260407_023232_418527_pid284685.json,2026-04-07T02:47:21.271546Z
DuoRec,0.159100,0.160100,0.047500,0.045800,0.047500,0.045800,P22_SG_D00_M04_C01_DUOREC_FAD_H2_R1_S1,SG_KUAIRECLARGESTRICTPOSV2_0_2_DUOREC_FAD_H2_R1_S1,KuaiRecLargeStrictPosV2_0.2,FAD_H2_R1,1,7,run_complete,6,False,True,FAD_H2_R1,final_same_dataset,Final_all_datasets,,/workspace/jy1559/FMoE/experiments/run/artifacts/results/baseline/normal/stageg_cross6x9_anchor2_core5/P22/KuaiRecLargeStrictPosV2_0.2/DuoRec/KuaiRecLargeStrictPosV2_0.2_DuoRec_p22_sg_d00_m04_c01_duorec_fad_h2_r1_s1_20260407_024032_598785_pid286901.json,2026-04-07T02:50:34.549539Z
FEARec,0.159100,0.160100,0.079400,0.076100,0.047100,0.045600,P22_SG_D00_M07_C02_FEAREC_FAD_H2_R2_S3,SG_KUAIRECLARGESTRICTPOSV2_0_2_FEAREC_FAD_H2_R2_S3,KuaiRecLargeStrictPosV2_0.2,FAD_H2_R2,3,6,run_complete,6,False,True,FAD_H2_R2,final_same_dataset,Final_all_datasets,,/workspace/jy1559/FMoE/experiments/run/artifacts/results/baseline/normal/stageg_cross6x9_anchor2_core5/P22/KuaiRecLargeStrictPosV2_0.2/FEARec/KuaiRecLargeStrictPosV2_0.2_FEARec_p22_sg_d00_m07_c02_fearec_fad_h2_r2_s3_20260407_023455_396252_pid285228.json,2026-04-07T02:50:53.638130Z
DuoRec,0.159100,0.160100,0.047600,0.045900,0.047600,0.045900,P22_SG_D00_M04_C01_DUOREC_FAD_H2_R1_S2,SG_KUAIRECLARGESTRICTPOSV2_0_2_DUOREC_FAD_H2_R1_S2,KuaiRecLargeStrictPosV2_0.2,FAD_H2_R1,2,5,run_complete,6,False,True,FAD_H2_R1,final_same_dataset,Final_all_datasets,,/workspace/jy1559/FMoE/experiments/run/artifacts/results/baseline/normal/stageg_cross6x9_anchor2_core5/P22/KuaiRecLargeStrictPosV2_0.2/DuoRec/KuaiRecLargeStrictPosV2_0.2_DuoRec_p22_sg_d00_m04_c01_duorec_fad_h2_r1_s2_20260407_024126_736329_pid287252.json,2026-04-07T02:51:42.765567Z
